企業名,証券コード,EDINETコード,docID,帳簿価額（元単位）,時価（元単位）,含み益（元単位）,元単位,ソースファイル,注記,帳簿価額_百万円,時価_百万円,含み益_百万円
新コスモス電機株式会社,6824,E02027,S100W5IX,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02027-000_2025-03-31_01_2025-06-27_ixbrl.htm,開示なし,,,
株式会社ＳＨＩＮＫＯ,7120,E38443,S100VZY2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38443-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
株式会社栗本鐵工所,5602,E01268,S100W0Y7,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01268-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社ジェイエスピー,7942,E00858,S100W6DX,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00858-000_2025-03-31_01_2025-06-27_ixbrl.htm,開示なし,,,
株式会社バッファロー,3352,E03447,S100VZUV,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03447-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
株式会社帝国電機製作所,6333,E01761,S100W3G6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01761-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
日本調剤株式会社,3341,E05422,S100W6B8,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05422-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社Ｃｏｍｉｎｉｘ,3173,E26290,S100W04V,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E26290-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
東海リース株式会社,9761,E04800,S100W5OH,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04800-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社四国銀行,8387,E03590,S100VYQS,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03590-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
日本精機株式会社,7287,E02214,S100W6PR,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02214-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社東和銀行,8558,E03640,S100W3IC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03640-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
エンカレッジ・テクノロジ株式会社,3682,E30085,S100VZGY,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E30085-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
ダイニチ工業株式会社,5951,E01427,S100W3U0,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01427-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
永大化工株式会社,7877,E02441,S100W7DP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02441-000_2025-03-31_01_2025-06-27_ixbrl.htm,開示なし,,,
アイフル株式会社,8515,E03721,S100VZ1M,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03721-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
株式会社テクノスマート,6246,E01628,S100W6QS,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01628-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本ライフライン株式会社,7575,E02881,S100VZ76,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02881-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
イマジニア株式会社,4644,E04959,S100VZMR,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04959-000_2025-03-31_01_2025-06-19_ixbrl.htm,開示なし,,,
ソマール株式会社,8152,E02673,S100VW6T,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02673-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
浅香工業株式会社,5962,E01391,S100W6TY,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01391-000_2025-03-31_01_2025-06-27_ixbrl.htm,開示なし,,,
株式会社テノックス,1905,E00232,S100W5NI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00232-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
阪神内燃機工業株式会社,6018,E01471,S100W7AH,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01471-000_2025-03-31_01_2025-06-27_ixbrl.htm,開示なし,,,
株式会社西日本フィナンシャルホールディングス,7189,E32447,S100W4TT,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E32447-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
デンヨー株式会社,6517,E01758,S100VTO2,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01758-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ブティックス株式会社,9272,E33882,S100W4GN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33882-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
日本冶金工業株式会社,5480,E01242,S100VZ2C,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01242-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社オプロ,228A,E39846,S100XN26,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39846-000_2025-11-30_01_2026-02-25_ixbrl.htm,開示なし,,,
株式会社ジェイ・エム・エス（称号　株式会社　ＪＭＳ）,7702,E02303,S100W4ZL,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02303-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
石原ケミカル株式会社,4462,E00804,S100W3FK,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00804-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
ケル株式会社,6919,E01992,S100W3IE,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01992-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
丸大食品株式会社,2288,E00458,S100W30K,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00458-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
虹技株式会社,5603,E01269,S100W3LW,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01269-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
ダイキン工業株式会社,6367,E01570,S100W3XO,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01570-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
ＳＲＳホールディングス株式会社,8163,E03090,S100VZKI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03090-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社ロブテックス,5969,E01403,S100W34X,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01403-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
岩井コスモホールディングス株式会社,8707,E03788,S100W4OK,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03788-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社クリップコーポレーション,4705,E05011,S100W3SW,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05011-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
クリナップ株式会社,7955,E02406,S100W3K6,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02406-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社四電工,1939,E00181,S100W2DO,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00181-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
ＴＤＣソフト株式会社,4687,E04997,S100W3H7,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04997-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
ロート製薬株式会社,4527,E00942,S100W3ZN,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00942-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社ヤマックス,5285,E01212,S100W0U5,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01212-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社南都銀行,8367,E03580,S100W4FP,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03580-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
高松機械工業株式会社,6155,E01510,S100W3N9,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01510-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
タイガースポリマー株式会社,4231,E01024,S100W256,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01024-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
リョーサン菱洋ホールディングス株式会社,167A,E39254,S100W3IZ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E39254-000_2025-03-31_01_2025-06-25_ixbrl.htm,開示なし,,,
株式会社大阪ソーダ,4046,E00771,S100W79S,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00771-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ショクブン,9969,E03213,S100W7SS,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03213-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
相模ゴム工業株式会社,5194,E01095,S100W6AQ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01095-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社京都きもの友禅ホールディングス,7615,E03320,S100W7ST,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03320-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
エイベックス株式会社,7860,E02453,S100W7IB,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02453-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
コムチュア株式会社,3844,E05678,S100W7QV,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05678-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社テリロジーホールディングス,5133,E37914,S100W7S3,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37914-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ウシオ電機株式会社,6925,E01929,S100W6WA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01929-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
シャープ株式会社,6753,E01773,S100W5F7,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01773-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
世紀東急工業株式会社,1898,E00176,S100W69L,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00176-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
パラマウントベッドホールディングス株式会社,7817,E25664,S100W7QA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E25664-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社テクノ菱和,1965,E00225,S100W7PX,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00225-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＡＩ　ｉｎｓｉｄｅ株式会社,4488,E35345,S100W5FA,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E35345-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
住友ファーマ株式会社,4506,E00922,S100W63T,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00922-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本カーバイド工業株式会社,4064,E00777,S100W3LC,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00777-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＲＩＺＡＰグループ株式会社,2928,E00518,S100W7NX,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00518-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本パーカライジング株式会社,4095,E00898,S100W75D,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00898-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＧＭＢ株式会社,7214,E02247,S100W77A,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02247-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社フェローテックホールディングス,6890,E02024,S100W6GJ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02024-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社　トプコン,7732,E02299,S100VZAD,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02299-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社カオナビ,4435,E34712,S100W7KU,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34712-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
大王製紙株式会社,3880,E00660,S100W7JF,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00660-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
水道機工株式会社,6403,E01646,S100W7FM,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01646-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
共栄タンカー株式会社,9130,E04251,S100W7NI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04251-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,6879,E01862,S100W66Q,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01862-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社Ａ＆Ｄホロンホールディングス,7745,E02344,S100W7MR,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02344-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
王子ホールディングス株式会社,3861,E00642,S100W463,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00642-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本ナレッジ株式会社,5252,E38474,S100W7KW,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38474-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ヤシマキザイ,7677,E34499,S100W6QZ,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E34499-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社坪田ラボ,4890,E36956,S100W7HJ,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E36956-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社エックスネット,4762,E05091,S100W7J8,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05091-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社イオレ,2334,E33595,S100W74X,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33595-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ディーエムソリューションズ株式会社,6549,E33247,S100W7MV,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33247-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
東京ボード工業株式会社,7815,E31123,S100W68B,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E31123-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ミナトホールディングス株式会社,6862,E01977,S100W6ZV,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01977-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,6525,E37488,S100W60T,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37488-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ナック,9788,E04934,S100W6TK,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04934-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
住友電気工業株式会社,5802,E01333,S100W5LN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01333-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社カーメイト,7297,E02223,S100W70U,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02223-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社サンウェルズ,9229,E37719,S100W40E,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E37719-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＴＯＰＰＡＮホールディングス株式会社,7911,E00692,S100W6KM,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00692-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
関東電化工業株式会社,4047,E00772,S100W72W,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00772-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
守谷輸送機工業株式会社,6226,E37499,S100W7EA,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E37499-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本ケミコン株式会社,6997,E01926,S100W7IF,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01926-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社エムアップホールディングス,3661,E26332,S100W7JV,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E26332-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＳＢＩホールディングス株式会社,8473,E05159,S100W739,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05159-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本テクノ・ラボ株式会社,3849,E05690,S100W5EK,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E05690-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ヒップ,2136,E05657,S100W5IJ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05657-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社デジタルガレージ,4819,E05156,S100W62W,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05156-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
オリコン株式会社,4800,E05143,S100W5XN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05143-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ＲＶＨ,6786,E02057,S100W3TE,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02057-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本金属株式会社,5491,E01276,S100W66M,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01276-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
太平電業株式会社,1968,E00113,S100W75I,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00113-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ニコン,7731,E02271,S100W1PH,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02271-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
スカイマーク株式会社,9204,E38082,S100W68U,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E38082-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ヤマシンフィルタ株式会社,6240,E30917,S100W3C0,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E30917-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社オリエンタルランド,4661,E04707,S100VY55,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04707-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
日本ゼオン株式会社,4205,E00821,S100W1KZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00821-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
北陸電力株式会社,9505,E04503,S100W61P,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04503-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ウイン・パートナーズ株式会社,3183,E27210,S100VZI0,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E27210-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
スターゼン株式会社,8043,E02574,S100W6HO,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02574-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ株式会社,7133,E37198,S100W4IH,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E37198-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
リックソフト株式会社,4429,E34633,S100VUB8,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E34633-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
ノリタケ株式会社,5331,E01139,S100VD6B,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01139-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
アウトルックコンサルティング株式会社,5596,E39126,S100W5PD,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E39126-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
インスペック株式会社,6656,E02356,S100WEBL,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02356-000_2025-04-30_01_2025-07-23_ixbrl.htm,開示なし,,,
株式会社アクアライン,6173,E31694,S100VUCO,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31694-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社東京きらぼしフィナンシャルグループ,7173,E30746,S100W1XA,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E30746-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
株式会社マツオカコーポレーション,3611,E33574,S100W6S4,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E33574-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社共和工業所,5971,E01442,S100WDOZ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01442-000_2025-04-30_01_2025-07-23_ixbrl.htm,開示なし,,,
株式会社テンポスホールディングス,2751,E02953,S100WEB0,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02953-000_2025-04-30_01_2025-07-23_ixbrl.htm,開示なし,,,
セルソース株式会社,4880,E35169,S100XHWF,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E35169-000_2025-10-31_01_2026-01-28_ixbrl.htm,開示なし,,,
株式会社フライヤー,323A,E40354,S100VTM1,,,,,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E40354-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社ディジタルメディアプロフェッショナル,3652,E25620,S100W2T8,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E25620-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
フィットイージー株式会社,212A,E39732,S100XHWN,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E39732-000_2025-10-31_01_2026-01-29_ixbrl.htm,開示なし,,,
株式会社フェリシモ,3396,E03467,S100VULK,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03467-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
株式会社ジェイテクト,6473,E01602,S100W1C3,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01602-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
イー・ギャランティ株式会社,8771,E05665,S100W6OX,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05665-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
株式会社ＧＲＣＳ,9250,E36988,S100XNEI,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36988-000_2025-11-30_01_2026-02-26_ixbrl.htm,開示なし,,,
千代田化工建設株式会社,6366,E01569,S100W258,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01569-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
サイバートラスト株式会社,4498,E35516,S100W7HK,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E35516-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
Ｈａｍｅｅ株式会社,3134,E31386,S100WEGF,,,,,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E31386-000_2025-04-30_01_2025-07-24_ixbrl.htm,開示なし,,,
株式会社ミラタップ,3187,E27815,S100XCKW,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E27815-000_2025-09-30_01_2025-12-24_ixbrl.htm,開示なし,,,
株式会社ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,3491,E34177,S100XHWU,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E34177-000_2025-10-31_01_2026-01-28_ixbrl.htm,開示なし,,,
株式会社Ｎｏ．１,3562,E33037,S100VUIQ,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33037-000_2025-02-28_01_2025-05-29_ixbrl.htm,開示なし,,,
こころネット株式会社,6060,E26443,S100W0KR,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E26443-000_2025-03-31_01_2025-06-23_ixbrl.htm,開示なし,,,
タメニー株式会社,6181,E31855,S100W75E,,,,,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E31855-000_2025-03-31_01_2025-06-26_ixbrl.htm,開示なし,,,
