企業名,証券コード,EDINETコード,docID,帳簿価額（元単位）,時価（元単位）,含み益（元単位）,元単位,ソースファイル,注記,帳簿価額_百万円,時価_百万円,含み益_百万円
東京センチュリー株式会社,8439,E05346,S100VZGW,325415.0,350427.0,25012.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E05346-000_2025-03-31_01_2025-06-20_ixbrl.htm,,325415.0,350427.0,25012.0
ＪＣＲファーマ株式会社,4552,E00973,S100W3Q5,17913.0,42871.0,24958.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00973-000_2025-03-31_01_2025-06-25_ixbrl.htm,,17913.0,42871.0,24958.0
日本化薬株式会社,4272,E00836,S100W41Y,6048.0,30590.0,24542.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00836-000_2025-03-31_01_2025-06-25_ixbrl.htm,,6048.0,30590.0,24542.0
日東紡績株式会社,3110,E00542,S100VZQB,7181.0,30752.0,23571.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00542-000_2025-03-31_01_2025-06-19_ixbrl.htm,,7181.0,30752.0,23571.0
富士ソフト株式会社,9749,E04810,S100VCF7,35072.0,57901.0,22829.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04810-000_2024-12-31_01_2025-03-17_ixbrl.htm,,35072.0,57901.0,22829.0
株式会社ダイドーリミテッド,3205,E00550,S100W91T,10062.0,32628.0,22566.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00550-000_2025-03-31_01_2025-06-30_ixbrl.htm,,10062.0,32628.0,22566.0
空港施設株式会社,8864,E03958,S100W50W,46022240.0,68508738.0,22486498.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03958-000_2025-03-31_01_2025-06-25_ixbrl.htm,,46022.24,68508.738,22486.498
コクヨ株式会社,7984,E00670,S100VILU,5116.0,26877.0,21761.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00670-000_2024-12-31_01_2025-03-31_ixbrl.htm,,5116.0,26877.0,21761.0
タキヒヨー株式会社,9982,E02776,S100VUVT,18268.0,39503.0,21235.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02776-000_2025-02-28_01_2025-05-30_ixbrl.htm,,18268.0,39503.0,21235.0
東北特殊鋼株式会社,5484,E01245,S100W1VJ,4238124.0,24879968.0,20641844.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01245-000_2025-03-31_01_2025-06-23_ixbrl.htm,,4238.124,24879.968,20641.844
ユアサ商事株式会社,8074,E02525,S100W4J8,506588.0,526569.0,19981.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02525-000_2025-03-31_01_2025-06-25_ixbrl.htm,,506588.0,526569.0,19981.0
株式会社大和証券グループ本社,8601,E03753,S100VYQN,920681.0,940627.0,19946.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03753-000_2025-03-31_01_2025-06-18_ixbrl.htm,,920681.0,940627.0,19946.0
森永製菓株式会社,2201,E00369,S100W3PB,2678.0,22097.0,19419.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00369-000_2025-03-31_01_2025-06-26_ixbrl.htm,,2678.0,22097.0,19419.0
ＪＡＬＣＯホールディングス株式会社,6625,E25686,S100W5IE,57809378.0,77045023.0,19235645.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E25686-000_2025-03-31_01_2025-06-25_ixbrl.htm,,57809.378000000004,77045.023,19235.645
株式会社共立メンテナンス,9616,E04908,S100W29G,37216.0,56446.0,19230.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04908-000_2025-03-31_01_2025-06-25_ixbrl.htm,,37216.0,56446.0,19230.0
大同特殊鋼株式会社,5471,E01239,S100W28E,4224.0,23165.0,18941.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01239-000_2025-03-31_01_2025-06-23_ixbrl.htm,,4224.0,23165.0,18941.0
日産自動車株式会社,7201,E02142,S100W2UQ,98046.0,116832.0,18786.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02142-000_2025-03-31_01_2025-06-23_ixbrl.htm,,98046.0,116832.0,18786.0
トレンドマイクロ株式会社,4704,E04999,S100VHSE,192914.0,211532.0,18618.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04999-000_2024-12-31_01_2025-03-27_ixbrl.htm,,192914.0,211532.0,18618.0
キッコーマン株式会社,2801,E00435,S100W06C,9231.0,27795.0,18564.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00435-000_2025-03-31_01_2025-06-20_ixbrl.htm,,9231.0,27795.0,18564.0
グンゼ株式会社,3002,E00520,S100W1AS,20287.0,38486.0,18199.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00520-000_2025-03-31_01_2025-06-24_ixbrl.htm,,20287.0,38486.0,18199.0
三菱マテリアル株式会社,5711,E00021,S100W34Q,38804.0,56427.0,17623.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00021-000_2025-03-31_01_2025-06-24_ixbrl.htm,,38804.0,56427.0,17623.0
株式会社ＲＫＢ毎日ホールディングス,9407,E04382,S100W6XW,10831.0,27890.0,17059.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04382-000_2025-03-31_01_2025-06-27_ixbrl.htm,,10831.0,27890.0,17059.0
ホシザキ株式会社,6465,E01654,S100VGXH,46508.0,63469.0,16961.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01654-000_2024-12-31_01_2025-03-26_ixbrl.htm,,46508.0,63469.0,16961.0
オエノンホールディングス株式会社,2533,E00397,S100VG4C,5976.0,22862.0,16886.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00397-000_2024-12-31_01_2025-03-24_ixbrl.htm,,5976.0,22862.0,16886.0
トピー工業株式会社,7231,E01230,S100W2NQ,5017.0,21781.0,16764.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01230-000_2025-03-31_01_2025-06-23_ixbrl.htm,,5017.0,21781.0,16764.0
サイボー株式会社,3123,E00534,S100W5WR,24644018.0,41125764.0,16481746.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00534-000_2025-03-31_01_2025-06-27_ixbrl.htm,,24644.018,41125.764,16481.746
株式会社淀川製鋼所,5451,E01247,S100W0UT,6324.0,22751.0,16427.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01247-000_2025-03-31_01_2025-06-23_ixbrl.htm,,6324.0,22751.0,16427.0
三重交通グループホールディングス株式会社,3232,E04233,S100VXZV,20251311.0,36664608.0,16413297.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04233-000_2025-03-31_01_2025-06-16_ixbrl.htm,,20251.311,36664.608,16413.297
ＳＧホールディングス株式会社,9143,E32292,S100W6EF,14975.0,31368.0,16393.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E32292-000_2025-03-31_01_2025-06-26_ixbrl.htm,,14975.0,31368.0,16393.0
理想科学工業株式会社,6413,E02410,S100W02P,11172.0,27500.0,16328.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02410-000_2025-03-31_01_2025-06-19_ixbrl.htm,,11172.0,27500.0,16328.0
京葉瓦斯株式会社,9539,E04515,S100VGPB,21845.0,37813.0,15968.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04515-000_2024-12-31_01_2025-03-27_ixbrl.htm,,21845.0,37813.0,15968.0
ユキグニファクトリー株式会社,1375,E00007,S100W4PR,94.0,16037.0,15943.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00007-000_2025-03-31_01_2025-06-25_ixbrl.htm,,94.0,16037.0,15943.0
芝浦機械株式会社,6104,E01482,S100W00Q,10371.0,26131.0,15760.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01482-000_2025-03-31_01_2025-06-20_ixbrl.htm,,10371.0,26131.0,15760.0
株式会社オカムラ,7994,E02369,S100W3JI,6103.0,21499.0,15396.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02369-000_2025-03-31_01_2025-06-24_ixbrl.htm,,6103.0,21499.0,15396.0
昭和産業株式会社,2004,E00348,S100VZS4,4451.0,19842.0,15391.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00348-000_2025-03-31_01_2025-06-20_ixbrl.htm,,4451.0,19842.0,15391.0
三共生興株式会社,8018,E02534,S100W01N,11598.0,26944.0,15346.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02534-000_2025-03-31_01_2025-06-23_ixbrl.htm,,11598.0,26944.0,15346.0
株式会社ワキタ,8125,E02618,S100VT8H,40031.0,55166.0,15135.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02618-000_2025-02-28_01_2025-05-26_ixbrl.htm,,40031.0,55166.0,15135.0
前澤給装工業株式会社,6485,E01693,S100W5C8,17006.0,32008.0,15002.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01693-000_2025-03-31_01_2025-06-25_ixbrl.htm,,17006.0,32008.0,15002.0
株式会社ニッピ,7932,E01120,S100W3MZ,19505.0,34390.0,14885.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01120-000_2025-03-31_01_2025-06-25_ixbrl.htm,,19505.0,34390.0,14885.0
住友大阪セメント株式会社,5232,E01127,S100W2GC,19882.0,34579.0,14697.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01127-000_2025-03-31_01_2025-06-26_ixbrl.htm,,19882.0,34579.0,14697.0
西部ガスホールディングス株式会社,9536,E04523,S100W1IE,79123.0,93794.0,14671.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04523-000_2025-03-31_01_2025-06-23_ixbrl.htm,,79123.0,93794.0,14671.0
岡谷鋼機株式会社,7485,E02553,S100VTLU,30511.0,44838.0,14327.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02553-000_2025-02-28_01_2025-05-29_ixbrl.htm,,30511.0,44838.0,14327.0
株式会社鳥羽洋行,7472,E02833,S100VZ8U,14609530.0,28449855.0,13840325.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02833-000_2025-03-31_01_2025-06-19_ixbrl.htm,,14609.53,28449.855,13840.325
酒井重工業株式会社,6358,E01610,S100W9E1,19225729.0,33020799.0,13795070.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01610-000_2025-03-31_01_2025-06-30_ixbrl.htm,,19225.729,33020.799,13795.07
セイノーホールディングス株式会社,9076,E04198,S100W4TE,20245.0,33977.0,13732.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04198-000_2025-03-31_01_2025-06-25_ixbrl.htm,,20245.0,33977.0,13732.0
帝国繊維株式会社,3302,E00559,S100VH74,712854.0,14263280.0,13550426.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00559-000_2024-12-31_01_2025-03-28_ixbrl.htm,,712.854,14263.28,13550.426
株式会社エフピコ,7947,E02412,S100W0NR,222100.0,235628.0,13528.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02412-000_2025-03-31_01_2025-06-20_ixbrl.htm,,222100.0,235628.0,13528.0
株式会社ニッキ,6042,E02171,S100W65J,4061956.0,17511000.0,13449044.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02171-000_2025-03-31_01_2025-06-26_ixbrl.htm,,4061.956,17511.0,13449.044
株式会社クロップス,9428,E05504,S100W23S,41258.0,54487.0,13229.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05504-000_2025-03-31_01_2025-06-23_ixbrl.htm,,41258.0,54487.0,13229.0
新家工業株式会社,7305,E02258,S100VTZF,553.0,13771.0,13218.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02258-000_2025-03-31_01_2025-06-27_ixbrl.htm,,553.0,13771.0,13218.0
東陽倉庫株式会社,9306,E04287,S100VWPS,1917081.0,15011902.0,13094821.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04287-000_2025-03-31_01_2025-06-25_ixbrl.htm,,1917.0810000000001,15011.902,13094.821
株式会社大真空,6962,E01952,S100W5YH,91064623.0,104107864.0,13043241.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01952-000_2025-03-31_01_2025-06-26_ixbrl.htm,,91064.623,104107.864,13043.241
株式会社ワコールホールディングス,3591,E00590,S100W40Z,1634.0,14584.0,12950.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00590-000_2025-03-31_01_2025-06-25_ixbrl.htm,,1634.0,14584.0,12950.0
共同印刷株式会社,7914,E00695,S100VZKO,2327.0,15273.0,12946.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00695-000_2025-03-31_01_2025-06-20_ixbrl.htm,,2327.0,15273.0,12946.0
品川リフラクトリーズ株式会社,5351,E01146,S100W6X8,4491.0,17295.0,12804.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01146-000_2025-03-31_01_2025-06-26_ixbrl.htm,,4491.0,17295.0,12804.0
上村工業株式会社,4966,E01045,S100W0TQ,2491934.0,15285294.0,12793360.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01045-000_2025-03-31_01_2025-06-27_ixbrl.htm,,2491.934,15285.294,12793.36
株式会社　牧野フライス製作所,6135,E01496,S100W0JN,212837.0,225360.0,12523.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01496-000_2025-03-31_01_2025-06-20_ixbrl.htm,,212837.0,225360.0,12523.0
株式会社日本エスコン,8892,E03992,S100W2BR,74472.0,86766.0,12294.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03992-000_2025-03-31_01_2025-06-24_ixbrl.htm,,74472.0,86766.0,12294.0
フジ住宅株式会社,8860,E03953,S100VXSS,35333239.0,47607738.0,12274499.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03953-000_2025-03-31_01_2025-06-17_ixbrl.htm,,35333.239,47607.738,12274.499
アサガミ株式会社,9311,E04323,S100W598,10691039.0,22955804.0,12264765.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04323-000_2025-03-31_01_2025-06-26_ixbrl.htm,,10691.039,22955.804,12264.765
株式会社九州リースサービス,8596,E04821,S100W4UI,27570.0,39827.0,12257.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04821-000_2025-03-31_01_2025-06-25_ixbrl.htm,,27570.0,39827.0,12257.0
株式会社宇野澤組鐵工所,6396,E01635,S100W3TZ,1462071.0,13680000.0,12217929.0,千円,XBRL/PublicDoc/0105400_honbun_jpcrp030000-asr-001_E01635-000_2025-03-31_01_2025-06-25_ixbrl.htm,,1462.0710000000001,13680.0,12217.929
山陽電気鉄道株式会社,9052,E04125,S100VYAX,28509.0,40455.0,11946.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04125-000_2025-03-31_01_2025-06-17_ixbrl.htm,,28509.0,40455.0,11946.0
株式会社ジェイ・エス・ビー,3480,E25148,S100XHE2,48959752.0,60643479.0,11683727.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E25148-000_2025-10-31_01_2026-01-26_ixbrl.htm,,48959.752,60643.479,11683.727
日本フイルコン株式会社,5942,E01370,S100XMRB,3061542.0,14718145.0,11656603.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01370-000_2025-11-30_01_2026-02-25_ixbrl.htm,,3061.542,14718.145,11656.603000000001
古河機械金属株式会社,5715,E00032,S100W4TJ,27748.0,39281.0,11533.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00032-000_2025-03-31_01_2025-06-25_ixbrl.htm,,27748.0,39281.0,11533.0
東海カーボン株式会社,5301,E01162,S100VHHO,352414.0,363946.0,11532.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01162-000_2024-12-31_01_2025-03-27_ixbrl.htm,,352414.0,363946.0,11532.0
株式会社北國フィナンシャルホールディングス,7381,E36700,S100VX5L,79605.0,90839.0,11234.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36700-000_2025-03-31_01_2025-06-12_ixbrl.htm,,79605.0,90839.0,11234.0
株式会社ミダックホールディングス,6564,E33577,S100W9T0,15733366.0,26901101.0,11167735.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E33577-000_2025-03-31_01_2025-06-30_ixbrl.htm,,15733.366,26901.101,11167.735
菊水化学工業株式会社,7953,E00912,S100W76I,11270262.0,22392086.0,11121824.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00912-000_2025-03-31_01_2025-06-27_ixbrl.htm,,11270.262,22392.086,11121.824
株式会社ウエストホールディングス,1407,E00327,S100X68L,13696.0,24484.0,10788.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00327-000_2025-08-31_01_2025-11-25_ixbrl.htm,,13696.0,24484.0,10788.0
京福電気鉄道株式会社,9049,E04108,S100VZNX,7468.0,18238.0,10770.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04108-000_2025-03-31_01_2025-06-19_ixbrl.htm,,7468.0,18238.0,10770.0
株式会社サンリツ,9366,E04353,S100W2MI,7191770.0,17897630.0,10705860.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04353-000_2025-03-31_01_2025-06-25_ixbrl.htm,,7191.77,17897.63,10705.86
株式会社イーエムシステムズ（商号　株式会社ＥＭシステムズ）,4820,E05155,S100VISF,6393.0,16996.0,10603.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05155-000_2024-12-31_01_2025-03-28_ixbrl.htm,,6393.0,16996.0,10603.0
株式会社コーエーテクモホールディングス,3635,E22460,S100W144,14250.0,24849.0,10599.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E22460-000_2025-03-31_01_2025-06-20_ixbrl.htm,,14250.0,24849.0,10599.0
株式会社ミツウロコグループホールディングス,8131,E01074,S100VXKD,26319.0,36248.0,9929.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E01074-000_2025-03-31_01_2025-06-13_ixbrl.htm,,26319.0,36248.0,9929.0
株式会社はせがわ,8230,E03134,S100W01G,11390.0,21228.0,9838.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03134-000_2025-03-31_01_2025-06-23_ixbrl.htm,,11390.0,21228.0,9838.0
株式会社ナカノフドー建設,1827,E00105,S100W82M,13086.0,22790.0,9704.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00105-000_2025-03-31_01_2025-06-27_ixbrl.htm,,13086.0,22790.0,9704.0
株式会社ＦＪネクストホールディングス,8935,E04032,S100W2SI,9703.0,19166.0,9463.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04032-000_2025-03-31_01_2025-06-23_ixbrl.htm,,9703.0,19166.0,9463.0
リゾートトラスト株式会社,4681,E03969,S100W60B,14483.0,23747.0,9264.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E03969-000_2025-03-31_01_2025-06-26_ixbrl.htm,,14483.0,23747.0,9264.0
マルハニチロ株式会社,1333,E00015,S100W172,8618.0,17666.0,9048.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00015-000_2025-03-31_01_2025-06-23_ixbrl.htm,,8618.0,17666.0,9048.0
ＤＭ三井製糖株式会社,2109,E00356,S100VYQL,23954.0,32987.0,9033.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00356-000_2025-03-31_01_2025-06-20_ixbrl.htm,,23954.0,32987.0,9033.0
スターツコーポレーション株式会社,8850,E03945,S100W7F6,40674.0,49694.0,9020.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03945-000_2025-03-31_01_2025-06-26_ixbrl.htm,,40674.0,49694.0,9020.0
丸八倉庫株式会社,9313,E04296,S100XN1B,9347261.0,18263985.0,8916724.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04296-000_2025-11-30_01_2026-02-25_ixbrl.htm,,9347.261,18263.985,8916.724
株式会社ウイルテック,7087,E35470,S100W6C9,35696.0,44578.0,8882.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E35470-000_2025-03-31_01_2025-06-26_ixbrl.htm,,35696.0,44578.0,8882.0
片倉コープアグリ株式会社,4031,E00789,S100W2EP,2374.0,11243.0,8869.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00789-000_2025-03-31_01_2025-06-24_ixbrl.htm,,2374.0,11243.0,8869.0
株式会社ゲオホールディングス,2681,E03367,S100W7EV,5449.0,14297.0,8848.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03367-000_2025-03-31_01_2025-06-27_ixbrl.htm,,5449.0,14297.0,8848.0
近畿車輛株式会社,7122,E02138,S100W4MK,1465.0,10312.0,8847.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E02138-000_2025-03-31_01_2025-06-25_ixbrl.htm,,1465.0,10312.0,8847.0
株式会社近鉄百貨店,8244,E03021,S100VSE6,12200.0,21034.0,8834.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E03021-000_2025-02-28_01_2025-05-23_ixbrl.htm,,12200.0,21034.0,8834.0
黒崎播磨株式会社,5352,E01150,S100W08P,1292.0,10053.0,8761.0,百万円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E01150-000_2025-03-31_01_2025-06-20_ixbrl.htm,,1292.0,10053.0,8761.0
神姫バス株式会社,9083,E04160,S100W4OG,22300.0,30889.0,8589.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04160-000_2025-03-31_01_2025-06-25_ixbrl.htm,,22300.0,30889.0,8589.0
光村印刷株式会社,7916,E00696,S100W6S9,2117667.0,10568883.0,8451216.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00696-000_2025-03-31_01_2025-06-26_ixbrl.htm,,2117.667,10568.883,8451.216
フジ日本株式会社,2114,E00360,S100W0KQ,985563.0,9370180.0,8384617.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E00360-000_2025-03-31_01_2025-06-20_ixbrl.htm,,985.563,9370.18,8384.617
東洋紡株式会社,3101,E00525,S100W28Y,29598.0,37806.0,8208.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00525-000_2025-03-31_01_2025-06-24_ixbrl.htm,,29598.0,37806.0,8208.0
株式会社ハイマックス,4299,E05215,S100VZZ7,9303.0,17357.0,8054.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E05215-000_2025-03-31_01_2025-06-23_ixbrl.htm,,9303.0,17357.0,8054.0
株式会社　キング,8118,E02645,S100W6PG,5668.0,13709.0,8041.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E02645-000_2025-03-31_01_2025-06-26_ixbrl.htm,,5668.0,13709.0,8041.0
東京テアトル株式会社,9633,E04589,S100W9CX,12618532.0,20535674.0,7917142.0,千円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E04589-000_2025-03-31_01_2025-06-30_ixbrl.htm,,12618.532000000001,20535.674,7917.142
ＴＲＥホールディングス株式会社,9247,E36751,S100W1H5,10148.0,18049.0,7901.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E36751-000_2025-03-31_01_2025-06-20_ixbrl.htm,,10148.0,18049.0,7901.0
富士急行株式会社,9010,E04093,S100VYIY,3503054.0,11367599.0,7864545.0,千円,XBRL/PublicDoc/0105100_honbun_jpcrp030000-asr-001_E04093-000_2025-03-31_01_2025-06-17_ixbrl.htm,,3503.054,11367.599,7864.545
名工建設株式会社,1869,E00201,S100W3W9,4129.0,11969.0,7840.0,百万円,XBRL/PublicDoc/0105010_honbun_jpcrp030000-asr-001_E00201-000_2025-03-31_01_2025-06-27_ixbrl.htm,,4129.0,11969.0,7840.0
